player,position,team,weight,usd,usd_per_troy_oz,headshot
Joe Burrow,QB,Bengals,215,55000000,17541.568334215994,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzzqz5ubkilrn9dpxtlp"
Josh Allen,QB,Bills,233,43000000,12654.841923513606,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lq4ezafbszwwt2qsvhqv"
Justin Herbert,QB,Chargers,237,52500000,15189.908137511547,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vvwim9hpgq1zs3bufmr0"
Lamar Jackson,QB,Ravens,200,52000000,17828.612179684984,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p"
Patrick Mahomes,QB,Chiefs,225,45000000,13714.31706129614,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qrdbvu4iqy7wkqg8jq8d"
Jalen Hurts,QB,Eagles,222,51000000,15752.931759596917,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k2p5yb4qmqwoo3qcapgt"
Kyler Murray,QB,Cardinals,195,46100000,16211.026064762873,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lsladvvsaptc29bbcah2"
Deshaun Watson,QB,Browns,221,46000000,14272.818661077432,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn"
Dak Prescott,QB,Cowboys,226,40000000,12136.56377105853,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmtaggdnhuyl4pdwtv8j"
Jordan Love,QB,Packers,225,55000000,16761.943074917504,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a8xqle2vmsnumawdhswb"
Trevor Lawrence,QB,Jaguars,220,55000000,17142.896326620175,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ftznnho2rk2xzrculbob"
Tua Tagovailoa,QB,Dolphins,217,53100000,16779.498524304727,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xzdbwt2ezmxk3pjcsr1n"
Jared Goff,QB,Lions,215,53000000,16903.693122062687,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxyaiwwkabzmmphouxil"
Matt Stafford,QB,Rams,232,40000000,11822.68712180702,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xdlnnbapdbk8trxqlasu"
Daniel Jones,QB,Giants,220,40000000,12467.560964814673,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zrhniboizqpxtdyz6gez"
Kirk Cousins,QB,Falcons,209,45000000,14764.216932017378,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yt6n07jezvfmcsoq0j13"
Aaron Rodgers,QB,Jets,225,37500000,11428.597551080118,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jdcb4nomlc4rd6k5l6to"
Derek Carr,QB,Saints,220,37500000,11688.338404513755,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsz1pyrlu6bmvby6maaf"
Baker Mayfield,QB,Buccaneers,215,33333333.000000004,10631.253429575947,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xrbgtbyy8a7l0ux13hjy"
Geno Smith,QB,Seahawks,221,25000000,7756.966663629039,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/izkm5yyxybb5uy5dkcgf"
Gardner Minshew,QB,Raiders,220,12500000,3896.112801504585,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zn2kvriijuixffqfx7ob"
Zach Wilson,QB,NYJ/DEN,210,8787695,2869.4579873325424,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/okhlne3kgc11gwv4w6s8"
Trey Lance,QB,DAL/SF,226,8526315,2587.004143240823,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fas0q1ssb3ihak6pduet"
Bryce Young,QB,Panthers,204,9488769,3189.5094751813217,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/knekunqi7nlnwgxnelb8"
C.J. Stroud,QB,Texans,214,9069812,2906.2214358492633,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fbk2eqpo54lawppgetjn"
Sam Darnold,QB,Vikings,221,10000000,3102.7866654516156,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agjgfwk9jk9ufoac2vpd"
Caleb Williams,QB,Bears,215,9871515,3148.3973624497853,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Anthony Richardson,QB,Colts,244,8498508,2388.344943851675,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/areyvihumylqo7y2ehk2"
Jayden Daniels,QB,Commanders,210,9436663,3081.3663900619526,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Drake Maye,QB,Patriots,230,9159941,2730.920329060131,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Jacoby Brissett,QB,Patriots,231,8000000,2374.773517107557,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dps7iuuc2zwl68yppqux"
Justin Fields,QB,CHI/PIT,228,4717988,1418.947002705931,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vqcvybvs1vlqhkjvujbg"
Tyrod Taylor,QB,Jets,215,6000000,1913.6256364599267,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xk8e04jdsvigd6fky3uy"
Marcus Mariota,QB,Commanders,218,6000000,1887.291338710478,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va"
Michael Penix Jr.,QB,Falcons,213,5720659,1841.6650545905475,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Jarrett Stidham,QB,Broncos,215,5000000,1594.6880303832722,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydf4deab7bxkpjztpze5"
Andy Dalton,QB,Panthers,220,5000000,1558.445120601834,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/az1zo7fl2tozg50tgs0d"
J.J. McCarthy,QB,Vikings,202,5463699,1854.725257759571,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Mac Jones,QB,JAX/NE,214,3896585,1248.5748165021173,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pedpdxybeus7mrovsoko"
Drew Lock,QB,Giants,225,5000000,1523.8130068106823,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tlkgzjnuugarxjeoj9vk"
Bo Nix,QB,Broncos,217,4653292,1470.4313794191899,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Joe Flacco,QB,Colts,245,4500000,1259.478097465972,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxvyoeojkif7tnfviamc"
Kenny Pickett,QB,PHI/PIT,219,3516976,1101.2083096111658,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lbyu04eubfsgezqftovz"
Jameis Winston,QB,Browns,230,4000000,1192.5493096779253,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eupdyd3zccjeoloqmyfl"
Case Keenum,QB,Texans,205,3125000,1045.2985565012302,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zj2xieg6nctsabgzu65n"
Carson Wentz,QB,Chiefs,237,3325000,962.0275153757314,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jtwkpwc18ivthztykkc8"
Jimmy Garoppolo,QB,Rams,222,3178750,981.8555260944844,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lbyjizqecoq4onrgectw"
Mason Rudolph,QB,Titans,230,2870000,855.6541296939113,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pn938e0z2fobxmzfxmlh"
Cooper Rush,QB,Cowboys,220,2500000,779.222560300917,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/amuag2qiwa9veml1lhvs"
Will Levis,QB,Titans,229,2385541,714.3245772209925,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vr01ufscgtoagtuut9o4"
Easton Stick,QB,Chargers,220,2667500,831.4304718410785,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ybdbylsv4ikjnmwornzo"
Mitchell Trubisky,QB,Bills,222,2625000,810.8126640969002,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jetjlsljpb3shogn5grq"
Taylor Heinicke,QB,LAC/ATL,210,2530000,826.1243372637913,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mce9npimqth6urf4osgd"
Nick Mullens,QB,Vikings,187,2000000,733.3859391067455,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkbzegq3t29ean26xyp0"
Joshua Dobbs,QB,49ers,216,2250000,714.2873469425073,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vjl8nqbcodtgzppwyemb"
Brandon Allen,QB,49ers,217,2020000,638.3161397193135,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xn9eheiy6kty4movmlak"
Kyle Trask,QB,Buccaneers,240,1383834,395.3820465875351,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bnraldiwx6rqfbawxkvs"
Davis Mills,QB,Texans,225,1305525,397.8751951433032,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ednftvn7qywdim05j7u5"
Hendon Hooker,QB,Lions,217,1429757,451.80047969141907,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ym5l2he8pycechphzse6"
Malik Willis,QB,TEN/GB,223,1290025,396.67739612104384,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/etzjb0dm7qimx7xeaeoa"
Josh Johnson,QB,Ravens,205,1377500,460.7676037057423,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbaye18gptzb1jpyswv8"
Kyle Allen,QB,Steelers,210,1292500,422.0417809934586,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knqlp0qrchvv6rjayshv"
Jake Haener,QB,Saints,207,1136203,376.38280647332994,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wugesxgiiuzs6fdymp57"
Stetson Bennett,QB,Rams,192,1134783,405.2805692127297,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dorzszcuggyps9ifu7iz"
Sam Ehlinger,QB,Colts,225,902676,275.1018859471679,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vubjzsj0dowty2bwlj8s"
Aidan O'Connell,QB,Raiders,213,1087345,350.0515043430764,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aphs7sdbtn8v4zo9pz6w"
Sam Howell,QB,SEA/WAS,224,1005400.0000000001,307.7762136925701,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xd9l7dbtwz8bpvygmcab"
Russell Wilson,QB,Steelers,206,1210000,402.77484573224103,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u36rhg0md8ey3b4khbre"
Clayton Tune,QB,Cardinals,220,1047655.9999999999,326.542876253847,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bbiianhnrupao5vm4onx"
Dorian Thompson-Robinson,QB,Browns,203,1045566.9999999999,353.1831858824685,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ujuyt3hpswlin3aahmhu"
Jeff Driskel,QB,Commanders,234,1150000,336.99710727543936,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvyjv4da7ya6erhqx67m"
Skylar Thompson,QB,Dolphins,217,935552,295.63264413202137,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfzzkuppkzuy1obzuf0m"
Brock Purdy,QB,49ers,212,934253,302.18494946856373,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/myvg8siij2bn9ecx7btm"
Tanner McKee,QB,Eagles,231,1006629.9999999999,298.81478319074745,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q0uc1cubsh0rwc4ezuul"
Brett Rypien,QB,Vikings,210,1125000,367.3477784275752,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjngqywn9jcozg2x9kmk"
Spencer Rattler,QB,Saints,217,1089120,344.15983865895976,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Jordan Travis,QB,Jets,212,1068569,345.62957707245647,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Joe Milton III,QB,Patriots,235,1050829,306.62557623839916,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Tyson Bagent,QB,Bears,213,906667,291.88541565761005,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m6ls9t5npcqavk3eoa9c"
Shane Buechele,QB,Bills,207,1024999.9999999999,339.54528956107595,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ufr8xg8gnfsnspxsa5ht"
Jake Browning,QB,Bengals,211,972500,316.0467616613862,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kuxgw7azlwgyv2ptawvf"
Tommy DeVito,QB,Giants,210,832500,271.83735603640565,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntolppjso4da6spe6okt"
Mike White,QB,Bills,225,383400,116.84598136224312,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jfulybbsz6q9vwxstity"
Will Grier,QB,Eagles,223,302400,92.98675962636666,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v8itz5gagvth3cpvsgeb"
Logan Woodside,QB,Bengals,210,302400,98.74308284133221,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hf5rgpjctslpwjzl0er9"
Alvin Kamara,RB,Saints,214,15000000,4806.419530828087,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt"
Christian McCaffrey,RB,49ers,202,19000000,6449.802578332344,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umiv5sn2xxrjdjwjtkqm"
Jonathan Taylor,RB,Colts,214,14000000,4485.991562106214,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ye4runp84oku1vnodsa7"
Saquon Barkley,RB,Eagles,233,12583333,3703.257906649587,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ugiuanl8bf6uoya5mgid"
Josh Jacobs,RB,Packers,216,12000000,3809.5325170267056,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ksdusqxnwqtnph0htcfx"
Joe Mixon,RB,Texans,226,9875000,2996.2141809800746,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pbijtl1blfdkvmwl4rsp"
Rhamondre Stevenson,RB,Patriots,246,9000000,2508.7165356029527,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ro2fqabc4qndtnxykvm7"
James Conner,RB,Cardinals,233,7000000,2060.0905456882615,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rtvys5j7sxjrlbpy5iim"
D'Andre Swift,RB,Bears,215,8000000,2551.5008486132356,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx"
Derrick Henry,RB,Ravens,247,8000000,2220.9420342179983,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk"
Tony Pollard,RB,Titans,208,7250000,2390.1153532306976,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/koxn5qhfnsgvnqfqfmpp"
Miles Sanders,RB,Panthers,207,6350000,2103.524476793007,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzctez3oxwdttiyukq18"
Aaron Jones,RB,Vikings,208,7000000,2307.697582429639,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bktkfvgfwujkdbzkcfim"
David Montgomery,RB,Lions,216,6000000,1904.7662585133528,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwdb4paueb1x4gv7tlb9"
Bijan Robinson,RB,Falcons,215,5489636,1750.851364072221,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6"
Devin Singletary,RB,Giants,200,5500000,1885.7185959282194,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wz8mp8xb5bdspcxosreh"
Jahmyr Gibbs,RB,Lions,199,4461285,1537.273291226245,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f5y3osxxtov5rgfv4ra5"
Najee Harris,RB,Steelers,230,3261861,972.4825209538367,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdyv1dfyb1w0tmvnkp3v"
Jamaal Williams,RB,Saints,212,4000000,1293.8034963486925,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxrxpgcwq5qwp88vqnp3"
Travis Etienne,RB,Jaguars,205,3224528,1078.5902284152958,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ne5lyv8n6elqw77yrz9w"
Austin Ekeler,RB,Commanders,195,4215000,1482.2011900862367,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sldndpn2zwt4uhkj2zks"
Raheem Mostert,RB,Dolphins,190,4130000,1490.5297227145543,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v"
Zack Moss,RB,Bengals,223,4000000,1229.983592941358,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oxrltdgoquiabhihhgnk"
Antonio Gibson,RB,Patriots,228,3750000,1127.8221267513272,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5aij3m4bakia6ygjqux"
Gus Edwards,RB,Chargers,240,3250000,928.5735510252596,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dyobqe3w5eypevsk3f2b"
Javonte Williams,RB,Broncos,220,2216439,690.8397089323217,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dm8qipfrz2nes9kgpcyp"
Breece Hall,RB,Jets,218,2253692,708.8955652868491,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ekmqygsmfkwwwdmuox4r"
DeeJay Dallas,RB,Cardinals,217,2750000,868.9947446673822,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsij89kqrxap0jba9zwh"
A.J. Dillon,RB,Packers,247,2742500,761.3666911053575,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmngnuthwbzaxzekg53u"
Kenneth Walker III,RB,Seahawks,209,2110395,692.407324272107,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ielqdthtspzi0ufvs4tw"
Justice Hill,RB,Ravens,190,2255000,813.8364466637579,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jeeq17ah67zxc6vdamhk"
Nick Chubb,RB,Browns,225,2275000,693.3349180988605,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a8ib0haur75wrhqrbtyo"
Travis Homer,RB,Bears,195,2000000,703.2983108356995,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eg1e7va024emnbm55got"
Jonathon Brooks,RB,Panthers,207,2104271,697.0685912292438,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Ezekiel Elliott,RB,Cowboys,225,2000000,609.525202724273,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd"
Alexander Mattison,RB,Raiders,211,2000000,649.967633236784,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uftc0gl0wzo5povcu6ih"
Zach Charbonnet,RB,Seahawks,214,1719020,550.8220867922731,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eaaj5vbfmk08wvwelyqt"
Ameer Abdullah,RB,Raiders,205,1850000,618.8167454487284,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt"
James Cook,RB,Bills,204,1458016,490.0905319716361,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bzdvrarxum9zate4te4b"
Jeff Wilson,RB,Dolphins,194,1750000,618.5581148780476,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zorqrtlrizlltgd6pnob"
Clyde Edwards-Helaire,RB,Chiefs,209,1700000,557.7593063206565,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lgwe3vcpwh3db31b2obg"
JaMycal Hasty,RB,JAX/NE,205,1450000,485.01853021657087,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/stvclosmy6zi864kfxw7"
J.K. Dobbins,RB,Chargers,209,1610000,528.2308724566217,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rbuyzj3kv10xrq1rfy2l"
Kendre Miller,RB,Saints,215,1413578,450.84318332262507,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyj0lpna5gbhvyfiqnis"
Rachaad White,RB,Buccaneers,215,1282500,409.03747979330933,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/przphhlw0zga7b45qlyb"
Tyjae Spears,RB,Titans,201,1372651,468.28286140560215,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qb4us1f96uox7v3poxzj"
Brian Robinson Jr.,RB,Commanders,224,1261226,386.09047432924746,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gxcfbuvmooytbn45kvxf"
Devon Achane,RB,Dolphins,188,1359363,495.81742509028476,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zqfkz3hbyurjcwhw7xoi"
Tank Bigsby,RB,Jaguars,210,1348230,440.2393736083642,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u"
Trey Benson,RB,Cardinals,223,1514902,465.82615122851223,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Chase Edmonds,RB,Buccaneers,210,1500000,489.7970379034336,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nbnqxhjafvg2vg6lc2ls"
Dare Ogunbowale,RB,Texans,200,1500000,514.2868897986053,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzthvzy64jesgizjthwx"
Nyheim Hines,RB,Browns,197,1495000,520.3782742801454,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Chuba Hubbard,RB,Panthers,208,1048290,345.59089981216664,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyis5zooijf0xfme9csj"
Blake Corum,RB,Rams,213,1440941,463.88548686904045,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
MarShawn Lloyd,RB,Packers,210,1422130,464.37004100907336,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Dameon Pierce,RB,Texans,224,1125108,344.4216035759102,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kotnmiuvvfmfuupr0f82"
Zamir White,RB,Raiders,217,1100981,347.9078919922324,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jpxuggpx567die5348be"
Pierre Strong Jr.,RB,CLE/NE,207,1093357,362.18948210597983,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvsnviejqwulftgrccpb"
Kenneth Gainwell,RB,Eagles,195,953881,335.43144801913394,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/prer0j0tkzsdva1yrd0i"
Hassan Haskins,RB,LAC/TEN,220,1088052,339.1338660722134,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zsblkhyarxl0wje7djhf"
Roschon Johnson,RB,Bears,219,1152172,360.75918075679675,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/skajjk8i3zdrvzqmucww"
Avery Williams,RB,Falcons,195,930038,327.0470772065061,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gdmc7wmuqw6wc7cgxwck"
Ty Johnson,RB,Bills,212,1292500,418.06025475767126,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zdedn4xqr2jy6mddh5pb"
Elijah Mitchell,RB,49ers,218,915893,288.0928210142593,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ecpkun66fbkxptrnmdcw"
Chris Evans,RB,Bengals,216,913222,289.91240868868016,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r7f5vinm6aqdzxtjf4yx"
D'Ernest Johnson,RB,Jaguars,208,1275000,420.3306310853985,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbe2eojaxid4n3pmo0rj"
Khalil Herbert,RB,Bears,212,902676,291.9713412175131,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/im13ljdckemewd8wym1r"
Rico Dowdle,RB,Cowboys,195,1255000,441.3196900494014,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fe8ge4f6vvtyihou5czu"
Tyler Allgeier,RB,Falcons,221,998472,309.80456074268056,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yosaj2anmqoujqrgzecd"
Jerome Ford,RB,Browns,211,995537,323.5334138448241,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djggmwo5v8osoboiseo2"
Kyren Williams,RB,Rams,199,992602,342.03162170041884,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vcvstwywz6iufk7iul3x"
Ty Chandler,RB,Vikings,203,989711,334.31552840030696,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/map979dvuonzb8a6g13b"
Jaylen Wright,RB,Dolphins,210,1195005,390.20660618652846,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Bucky Irving,RB,Buccaneers,195,1187888,417.7198119309987,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Israel Abanikanda,RB,Jets,216,1044095,331.4594877804165,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ythhca1bq2bjbhgfyf9o"
Will Shipley,RB,Eagles,205,1184241,396.1233305118635,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Ray Davis,RB,Bills,216,1183297,375.65069990001246,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Isaac Guerendo,RB,49ers,225,1181132,359.96486087206296,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Cam Akers,RB,Texans,213,1175000,378.27048232448277,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q0soq6iusid0dczf94gf"
Chase Brown,RB,Bengals,209,1031539,338.44145710747273,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu"
Eric Gray,RB,Giants,207,1021245,338.3013943783425,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjxwxv1ccyowzhpuw2k"
Isiah Pacheco,RB,Chiefs,222,934777,288.73486845962213,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rzr8nxjunjeiv8bjir59"
Sione Vaki,RB,Lions,208,1137177,374.8943733849414,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Braelon Allen,RB,Jets,245,1137177,318.27767209823594,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m7axuyrdekuaf7oyqnz3"
Deuce Vaughn,RB,Cowboys,179,993333,380.5274779175553,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzxaeh4dssbmvz3lwaan"
Jakob Johnson,RB,Giants,250,1125000,308.5721338791632,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wkfev7wnnwphmdemhysa"
Craig Reynolds,RB,Lions,215,1125000,358.80480683623625,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfohmdfiai96uqcl7c03"
Trayveon Williams,RB,Bengals,200,1125000,385.71516734895397,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kx1u2iefb1vcnkrpdt4e"
D'Onta Foreman,RB,Browns,233,1125000,331.08598055704203,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shlxaet74pmn8arznphw"
